address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,business_parking,ambience,categories_array
147A Main Street Unionville,"{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsGoodForGroups"": ""True"", ""WheelchairAccessible"": ""False"", ""RestaurantsTableService"": ""True"", ""DogsAllowed"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'free'"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""u'none'"", ""HasTV"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", ""NoiseLevel"": ""u'quiet'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsReservations"": ""False"", ""Caters"": ""False""}",9Hz0fAU95gf2SQYAcCZF5g,"""Bakeries, Coffee & Tea, Food, Cafes, Breakfast & Brunch, Bubble Tea, Restaurants""",Unionville,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""10:0-19:0"", ""Wednesday"": ""10:0-19:0"", ""Thursday"": ""10:0-19:0"", ""Friday"": ""10:0-19:0"", ""Saturday"": ""9:0-20:0"", ""Sunday"": ""9:0-19:0""}",1,43.8661697,-79.3111332,CHEE Organic Bakery and Cafe,L3R 2G8,28,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bakeries,Coffee & Tea,Food,Cafes,Breakfast & Brunch,Bubble Tea,Restaurants}"
106 John St,"{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""2""}",_TrkM4jGtGtd2MIydT2FDA,"""Food, Bubble Tea""",Downtown Toronto,"{""Monday"": ""11:0-20:0"", ""Tuesday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-20:0"", ""Saturday"": ""11:0-20:0"", ""Sunday"": ""11:0-20:0""}",1,43.6475074,-79.3903819,Presotea,M5V 2E4,8,3,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea}"
"5000 Highway 7 E, Unit B6","{""BikeParking"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""False"", ""OutdoorSeating"": ""False""}",qikNjb3CE2KHWIcxRpovgQ,"""Coffee & Tea, Food, Bubble Tea""",Markham,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-18:0"", ""Sunday"": ""11:0-18:0""}",1,43.8691840864,-79.2866127938,Presotea,L3R 4M9,7,3,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Food,Bubble Tea}"
"50 Bur Oak Avenue, Unit 8",null,gtQ4rtkOqv8rSwIz4AzEKA,"""Bubble Tea, Tea Rooms, Food""",Markham,"{""Monday"": ""10:0-22:0"", ""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-0:0"", ""Saturday"": ""10:0-0:0"", ""Sunday"": ""10:0-22:0""}",1,43.8891301,-79.3148597,CoCo Fresh Tea & Juice,L6C 0A2,9,4.5,ON,,,"{Bubble Tea,Tea Rooms,Food}"
223 Spadina Avenue,"{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""OutdoorSeating"": ""False"", ""Alcohol"": ""'none'"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""False"", ""GoodForKids"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""BikeParking"": ""True"", ""RestaurantsTableService"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsDelivery"": ""True"", ""NoiseLevel"": ""'quiet'"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'"", ""HasTV"": ""False""}",WD2lLI59TpoTQRg4QFNSbg,"""Food, Restaurants, Chicken Wings, Bubble Tea, Chicken Shop""",Toronto,null,1,43.6502377762,-79.3966671624,Gdous,M5T 2E2,33,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Restaurants,Chicken Wings,Bubble Tea,Chicken Shop}"
"3278 Midland Avenue, Unit D110","{""HasTV"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""WiFi"": ""u'free'"", ""Caters"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'none'"", ""GoodForKids"": ""True"", ""NoiseLevel"": ""u'average'"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""False"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsAttire"": ""u'casual'""}",KvfaPsLlpOZAF276Lpvm4w,"""Chinese, Taiwanese, Tea Rooms, Food, Bubble Tea, Restaurants, Coffee & Tea""",Toronto,"{""Monday"": ""13:0-0:0"", ""Tuesday"": ""13:0-0:0"", ""Wednesday"": ""13:0-0:0"", ""Thursday"": ""13:0-0:0"", ""Friday"": ""13:0-1:30"", ""Saturday"": ""13:0-1:30"", ""Sunday"": ""13:0-0:0""}",0,43.8054959,-79.288485,Tealicious Tea House,M1V 4A1,38,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Chinese,Taiwanese,Tea Rooms,Food,Bubble Tea,Restaurants,Coffee & Tea}"
34912 Ridge Rd,"{""RestaurantsReservations"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsGoodForGroups"": ""False"", ""HasTV"": ""False"", ""WiFi"": ""'free'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True""}",sww52tpNDCTg7W-wkrG4UA,"""Bubble Tea, Food, Restaurants, Vietnamese, Bakeries""",Willoughby,"{""Monday"": ""16:0-21:0"", ""Tuesday"": ""16:0-21:0"", ""Wednesday"": ""16:0-21:0"", ""Thursday"": ""16:0-21:0"", ""Friday"": ""16:0-21:0"", ""Saturday"": ""16:0-21:0"", ""Sunday"": ""12:0-21:0""}",1,41.6072740891,-81.4388920739,Sugar Bowl,44094,23,4.5,OH,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bubble Tea,Food,Restaurants,Vietnamese,Bakeries}"
"10039 University City Blvd, Ste L","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""False"", ""WiFi"": ""'free'"", ""BusinessAcceptsCreditCards"": ""True""}",ckycv0GfCz-Ye2V09BFl8Q,"""Food, Bubble Tea, Juice Bars & Smoothies""",Charlotte,"{""Monday"": ""12:0-21:0"", ""Tuesday"": ""12:0-21:0"", ""Wednesday"": ""12:0-21:0"", ""Thursday"": ""12:0-21:0"", ""Friday"": ""12:0-21:30"", ""Saturday"": ""12:0-21:30"", ""Sunday"": ""12:0-21:30""}",1,35.3110568368,-80.7159943832,Quickly Bubble Tea,28213,58,4.5,NC,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Juice Bars & Smoothies}"
"3290 Midland Avenue, Suite 5","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""'free'""}",Qh0Kc20gnfI6CpLdjyRHEA,"""Bubble Tea, Tea Rooms, Food""",Toronto,"{""Monday"": ""12:0-2:0"", ""Tuesday"": ""12:0-2:0"", ""Wednesday"": ""12:0-2:0"", ""Thursday"": ""12:0-2:0"", ""Friday"": ""12:0-2:0"", ""Saturday"": ""12:0-2:0"", ""Sunday"": ""12:0-2:0""}",1,43.8051152839,-79.2882429063,Good Day Good Time Tea,M1V 3Z9,22,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Tea Rooms,Food}"
"1015 S Rural Rd, Ste 103","{""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""BusinessAcceptsBitcoin"": ""False"", ""WheelchairAccessible"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False"", ""WiFi"": ""'free'"", ""DogsAllowed"": ""True"", ""RestaurantsTakeOut"": ""True""}",vukjcARwa7rWfwD3Z4xTOA,"""Juice Bars & Smoothies, Desserts, Food, Coffee & Tea, Sandwiches, Restaurants, Tea Rooms, Bubble Tea""",Tempe,"{""Monday"": ""11:0-16:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0""}",1,33.4173092824,-111.9261088595,Urban Boba Tea House,85281,58,4,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Juice Bars & Smoothies,Desserts,Food,Coffee & Tea,Sandwiches,Restaurants,Tea Rooms,Bubble Tea}"
"8878 S Eastern Ave, Ste 102","{""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""'free'"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",UKq067-vAjSFWWrwEcduuQ,"""Ice Cream & Frozen Yogurt, Food, Bubble Tea, Shaved Snow""",Las Vegas,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""11:0-21:0""}",1,36.028271,-115.115017,Sno Tiger,89123,119,4.5,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Ice Cream & Frozen Yogurt,Food,Bubble Tea,Shaved Snow}"
"1000 Ross Park Mall Dr, N01G",null,MG5Mwc-dA34-L2LUCv43jg,"""Food, Coffee & Tea, Bubble Tea, Juice Bars & Smoothies""",Pittsburgh,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-21:0"", ""Sunday"": ""12:0-18:0""}",1,40.544258691,-80.0073454225,Chatime,15237,6,5,PA,,,"{Food,Coffee & Tea,Bubble Tea,Juice Bars & Smoothies}"
3213 N Hayden Rd,"{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsAttire"": ""'casual'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsDelivery"": ""False"", ""Caters"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsReservations"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True""}",ocpUkvTKGS2q_etzVAydaA,"""Bubble Tea, Restaurants, Food, Juice Bars & Smoothies, Breakfast & Brunch, Donuts""",Scottsdale,"{""Monday"": ""5:0-20:0"", ""Tuesday"": ""5:0-20:0"", ""Wednesday"": ""5:0-20:0"", ""Thursday"": ""5:0-20:0"", ""Friday"": ""5:0-20:0"", ""Saturday"": ""5:0-20:0"", ""Sunday"": ""5:0-20:0""}",0,33.4861089,-111.908902,Kingdom's Donuts,85251,14,4.5,AZ,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bubble Tea,Restaurants,Food,Juice Bars & Smoothies,Breakfast & Brunch,Donuts}"
5 St Joseph Street,"{""RestaurantsPriceRange2"": ""2"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""WheelchairAccessible"": ""True"", ""Caters"": ""False"", ""OutdoorSeating"": ""False""}",FyUcIAn8timIFybYpOLbAw,"""Bubble Tea, Tea Rooms, Food""",Toronto,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-0:0"", ""Wednesday"": ""12:0-0:0"", ""Thursday"": ""12:0-0:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-18:0""}",1,43.6657528,-79.3855792,The Alley,M4Y 0B6,104,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Tea Rooms,Food}"
"60 Town Centre Court, Unit 4","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""2"", ""WiFi"": ""'free'"", ""BikeParking"": ""False"", ""RestaurantsTakeOut"": ""True""}",RTbUVGPQUACfnqO_FTUaXw,"""Tea Rooms, Coffee & Tea, Bubble Tea, Food""",Toronto,"{""Monday"": ""12:0-0:0"", ""Tuesday"": ""12:0-0:0"", ""Wednesday"": ""12:0-0:0"", ""Thursday"": ""12:0-0:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",1,43.7734405594,-79.2561032418,Gong Cha,M1P 0B1,10,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Tea Rooms,Coffee & Tea,Bubble Tea,Food}"
100 City Centre Drive,"{""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""False"", ""OutdoorSeating"": ""False"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",3RtVdTyctCAW_X5vjhiDkA,"""Coffee & Tea, Bubble Tea, Food""",Mississauga,null,1,43.5928749,-79.6430241,Chatime,L5B 2C9,12,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Bubble Tea,Food}"
"90 S Stephanie St, Ste 150","{""WiFi"": ""'free'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", ""Caters"": ""True"", ""NoiseLevel"": ""u'quiet'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsAttire"": ""'casual'"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""False"", ""HasTV"": ""False"", ""Alcohol"": ""'none'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", ""BikeParking"": ""False"", ""RestaurantsTableService"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""WheelchairAccessible"": ""True"", ""BusinessAcceptsCreditCards"": ""True""}",KW5edXlPGeZ0cx7MiJyamw,"""Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Cafes, Juice Bars & Smoothies, Bubble Tea, Desserts, Patisserie/Cake Shop, Specialty Food, Bakeries""",Henderson,"{""Monday"": ""7:0-19:0"", ""Tuesday"": ""7:0-19:0"", ""Wednesday"": ""7:0-19:0"", ""Thursday"": ""7:0-19:0"", ""Friday"": ""7:0-19:0"", ""Saturday"": ""7:0-19:0"", ""Sunday"": ""7:0-17:0""}",1,36.0254348939,-115.0467334683,Hi-Coffee Cafe,89012,258,4.5,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""TRUE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Restaurants,Coffee & Tea,Food,Breakfast & Brunch,Cafes,Juice Bars & Smoothies,Bubble Tea,Desserts,Patisserie/Cake Shop,Specialty Food,Bakeries}"
3111B 17 Ave SE,"{""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'free'"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Alcohol"": ""u'none'"", ""HasTV"": ""False"", ""BikeParking"": ""True"", ""DogsAllowed"": ""False"", ""Caters"": ""True"", ""RestaurantsTableService"": ""True""}",JGi5kSOiyri_ySmmcVL03Q,"""Restaurants, Bubble Tea, Cafes, Food, Desserts""",Calgary,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",1,51.0372789583,-113.9902074808,JusFruit,T2A 0P7,7,3.5,AB,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Restaurants,Bubble Tea,Cafes,Food,Desserts}"
"425 S Mill Ave, Ste 109","{""BikeParking"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False"", ""OutdoorSeating"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'no'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",sNC01CAsXcWXtLVIGjJBjQ,"""Juice Bars & Smoothies, Bubble Tea, Coffee & Tea, Food""",Tempe,"{""Monday"": ""11:0-21:30"", ""Tuesday"": ""11:0-21:30"", ""Wednesday"": ""11:0-21:30"", ""Thursday"": ""11:0-21:30"", ""Friday"": ""11:0-22:30"", ""Saturday"": ""11:0-22:30"", ""Sunday"": ""11:0-21:30""}",1,33.4257201,-111.9398052,Kung Fu Tea,85281,65,4.5,AZ,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Juice Bars & Smoothies,Bubble Tea,Coffee & Tea,Food}"
"521 S College Ave, Ste 111","{""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""DogsAllowed"": ""False"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'free'"", ""Caters"": ""False""}",RGy6tvBcs0J62bNpVNqcoQ,"""Bubble Tea, Food, Coffee & Tea, Juice Bars & Smoothies""",Tempe,"{""Monday"": ""9:0-20:0"", ""Tuesday"": ""9:0-20:0"", ""Wednesday"": ""9:0-20:0"", ""Thursday"": ""9:0-20:0"", ""Friday"": ""9:0-19:0"", ""Saturday"": ""9:0-19:0"", ""Sunday"": ""11:0-19:0""}",1,33.4246132,-111.9347861,The Blend,85281,109,4,AZ,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Coffee & Tea,Juice Bars & Smoothies}"
8855 Macleod Trail SW,"{""WiFi"": ""u'free'"", ""BikeParking"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WheelchairAccessible"": ""True""}",k1nVIz-EwuxbZNMIgGV-uQ,"""Juice Bars & Smoothies, Food, Bubble Tea, Desserts""",Calgary,"{""Monday"": ""12:0-22:0"", ""Tuesday"": ""12:0-22:0"", ""Wednesday"": ""12:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""12:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""11:0-20:0""}",1,50.9746234868,-114.073193036,Jusfruit Heritage,T2H 0M4,3,2.5,AB,,,"{Juice Bars & Smoothies,Food,Bubble Tea,Desserts}"
"15 Northtown Way, Unit 22","{""RestaurantsReservations"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'none'"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'free'"", ""HasTV"": ""True"", ""NoiseLevel"": ""u'average'"", ""RestaurantsAttire"": ""u'casual'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsPriceRange2"": ""1"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""GoodForKids"": ""True"", ""RestaurantsTableService"": ""False""}",-KqJjXDhqq6Ah5cMiF-sug,"""Juice Bars & Smoothies, Food, Coffee & Tea, Bubble Tea""",Toronto,"{""Monday"": ""13:0-23:0"", ""Tuesday"": ""13:0-23:0"", ""Wednesday"": ""13:0-23:0"", ""Thursday"": ""13:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""13:0-23:0""}",1,43.7748786,-79.4132928,Sharetea,M2N 7A2,52,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Juice Bars & Smoothies,Food,Coffee & Tea,Bubble Tea}"
